EXP_NAME,ID,DATASET,SETUP,THRESHOLD,MODEL,BEST_OR_LAST,LOSS,PRECISION_1,RECALL_1,F1_1,IOU_1,ASSD_1,VAL_PRECISION_1,VAL_RECALL_1,VAL_F1_1,VAL_IOU_1,VAL_ASSD_1
CTAI_SEG_CNN_I3_MI_CONTRAST_10_150_DICE_BEST_D,D,I3_MI,CONTRAST_10_150,0.5,UNET-R64,BEST,DICE,0.9579732366546345,0.9488276838370906,0.9533785279257552,0.9109105377288923,0.8533035161457501,0.9625379728768209,0.9724971739544062,0.9674919445048761,0.9370308922586853,1.8761907593718352
