EXP_NAME,ID,DATASET,SETUP,THRESHOLD,MODEL,BEST_OR_LAST,LOSS,PRECISION_1,RECALL_1,F1_1,IOU_1,ASSD_1,PRECISION_2,RECALL_2,F1_2,IOU_2,ASSD_2,VAL_PRECISION_1,VAL_RECALL_1,VAL_F1_1,VAL_IOU_1,VAL_ASSD_1VAL_PRECISION_2,VAL_RECALL_2,VAL_F1_2,VAL_IOU_2,VAL_ASSD_2
CTAI_SEG_CNN_I3_AREA_4096_DICE_LAST_A,A,I3,AREA_4096,0.5,UNET-R64,LAST,DICE,0.953857083726583,0.9605330431798017,0.957183423079061,0.9178828226007667,3.6496186991916675,0.8365767457046076,0.646481237239033,0.7293459538716786,0.5739925482423742,7.665746597604889,0.96418838855704,0.9564896596433802,0.9603235945421585,0.9236754720034852,2.5461347104253870.7881679160957982,0.7049599657518211,0.7442454646952771,0.5926679488477241,3.271324285651011
