EXP_NAME,ID,DATASET,SETUP,THRESHOLD,MODEL,BEST_OR_LAST,LOSS,PRECISION_1,RECALL_1,F1_1,IOU_1,ASSD_1,PRECISION_2,RECALL_2,F1_2,IOU_2,ASSD_2,VAL_PRECISION_1,VAL_RECALL_1,VAL_F1_1,VAL_IOU_1,VAL_ASSD_1VAL_PRECISION_2,VAL_RECALL_2,VAL_F1_2,VAL_IOU_2,VAL_ASSD_2
CTAI_SEG_CNN_I3_CONTRAST_DUAL_10_150_DICE_BEST_B,B,I3,CONTRAST_DUAL_10_150,0.5,UNET-R64,BEST,DICE,0.9572913131978342,0.9495383511095097,0.9533990708032304,0.9109480454359348,4.4763600370389485,0.8302727925774341,0.6940351368518123,0.7560657267414196,0.6078019900206205,6.924735177609273,0.9640818177512891,0.9639528880478432,0.9640173485887339,0.9305342587305901,6.4619695882268620.7784097450400621,0.7281557489447948,0.7524445942092849,0.6031352120448524,2.9309034403947924
