EXP_NAME,ID,DATASET,SETUP,THRESHOLD,MODEL,BEST_OR_LAST,LOSS,PRECISION_1,RECALL_1,F1_1,IOU_1,ASSD_1,VAL_PRECISION_1,VAL_RECALL_1,VAL_F1_1,VAL_IOU_1,VAL_ASSD_1
CTAI_SEG_CNN_I3_ER_AREA_2048_1048576_DICE_BEST_G,G,I3_ER,AREA_2048_1048576,0.5,UNET-R64,BEST,DICE,0.8465367134257011,0.631337434503952,0.7232690518557325,0.5665007595429612,5.772744305654545,0.790167870211019,0.7036107747981565,0.7443815443972547,0.5928405568393169,3.384805801380345
