EXP_NAME,ID,DATASET,SETUP,THRESHOLD,MODEL,BEST_OR_LAST,LOSS,PRECISION_1,RECALL_1,F1_1,IOU_1,ASSD_1,VAL_PRECISION_1,VAL_RECALL_1,VAL_F1_1,VAL_IOU_1,VAL_ASSD_1
CTAI_SEG_CNN_I3_ER_CONTRAST_DUAL_10_150_DICE_LAST_E,E,I3_ER,CONTRAST_DUAL_10_150,0.5,UNET-R64,LAST,DICE,0.836039822918911,0.6485948980731058,0.730484281505719,0.5754038889507532,7.44127059862384,0.7792954745699526,0.7117393660073447,0.7439869973636029,0.5923402033274806,3.2193406521284893
