EXP_NAME,ID,DATASET,SETUP,THRESHOLD,MODEL,BEST_OR_LAST,LOSS,PRECISION_1,RECALL_1,F1_1,IOU_1,ASSD_1,PRECISION_2,RECALL_2,F1_2,IOU_2,ASSD_2,VAL_PRECISION_1,VAL_RECALL_1,VAL_F1_1,VAL_IOU_1,VAL_ASSD_1VAL_PRECISION_2,VAL_RECALL_2,VAL_F1_2,VAL_IOU_2,VAL_ASSD_2
CTAI_SEG_CNN_I3_MGB-MAX_MGB-LIMIT_AREA_DICE_LAST_D,D,I3,MGB-MAX_MGB-LIMIT_AREA,0.5,UNET-R64,LAST,DICE,0.955906618270504,0.952670604057687,0.9542858678147924,0.912568586809323,1.3773968962425815,0.812638195036084,0.6184883193589509,0.7023938504936732,0.5412997239269391,8.306376839079505,0.9646771493868092,0.9632799175560925,0.9639780271695154,0.9304609867837649,1.07272441686865250.7772510736660738,0.7314427714268513,0.7536514863713681,0.6046875959094135,3.637955165904722
