EXP_NAME,ID,DATASET,SETUP,THRESHOLD,MODEL,BEST_OR_LAST,LOSS,PRECISION_1,RECALL_1,F1_1,IOU_1,ASSD_1,VAL_PRECISION_1,VAL_RECALL_1,VAL_F1_1,VAL_IOU_1,VAL_ASSD_1
CTAI_SEG_CNN_I3_MI_MGB-MAX_MGB-LIMIT_AREA_DICE_BEST_I,I,I3_MI,MGB-MAX_MGB-LIMIT_AREA,0.5,UNET-R64,BEST,DICE,0.9415644846766726,0.95675800901128,0.9491004449563956,0.9031314557146378,1.124077385039891,0.9546757437124224,0.9765657038740428,0.9654966661937864,0.9332948813625053,4.457346396532195
