EXP_NAME,ID,DATASET,SETUP,THRESHOLD,MODEL,BEST_OR_LAST,LOSS,PRECISION_1,RECALL_1,F1_1,IOU_1,ASSD_1,PRECISION_2,RECALL_2,F1_2,IOU_2,ASSD_2,VAL_PRECISION_1,VAL_RECALL_1,VAL_F1_1,VAL_IOU_1,VAL_ASSD_1VAL_PRECISION_2,VAL_RECALL_2,VAL_F1_2,VAL_IOU_2,VAL_ASSD_2
CTAI_SEG_CNN_I3_AREA_DUAL_256_262144_DICE_LAST_Z,Z,I3,AREA_DUAL_256_262144,0.5,UNET-R64,LAST,DICE,0.9592879043026903,0.9456987539823715,0.9524448602974539,0.9092073764898917,1.768416976046968,0.8228740141597919,0.6175693089634736,0.7055907415875116,0.5451063772928156,8.418777967293959,0.9680535663491878,0.9444522407621527,0.9561072771823035,0.9159056829149639,1.14995919455180750.7861544220441402,0.6883643150029767,0.7340166477649627,0.5797996051599643,4.126562690566998
