EXP_NAME,ID,DATASET,SETUP,THRESHOLD,MODEL,BEST_OR_LAST,LOSS,PRECISION_1,RECALL_1,F1_1,IOU_1,ASSD_1,PRECISION_2,RECALL_2,F1_2,IOU_2,ASSD_2,VAL_PRECISION_1,VAL_RECALL_1,VAL_F1_1,VAL_IOU_1,VAL_ASSD_1VAL_PRECISION_2,VAL_RECALL_2,VAL_F1_2,VAL_IOU_2,VAL_ASSD_2
CTAI_SEG_CNN_I3_AREA_2048_1048576_DICE_LAST_E,E,I3,AREA_2048_1048576,0.5,UNET-R64,LAST,DICE,0.9518133301433008,0.9556314803289483,0.9537185838225875,0.9115316100203679,0.9467734349887609,0.8571747701391178,0.6413727504902546,0.7337352101374555,0.5794484818748722,4.85320701946465,0.9654228819449507,0.9690468011517123,0.9672314471321429,0.9365423109042906,1.014953005700060.7832901750932123,0.714856485414423,0.7475103424614656,0.5968195728901399,3.293171234325291
