EXP_NAME,ID,DATASET,SETUP,THRESHOLD,MODEL,BEST_OR_LAST,LOSS,PRECISION_1,RECALL_1,F1_1,IOU_1,ASSD_1,VAL_PRECISION_1,VAL_RECALL_1,VAL_F1_1,VAL_IOU_1,VAL_ASSD_1
CTAI_SEG_CNN_I3_MI_AREA_2048_1048576_DICE_LAST_C,C,I3_MI,AREA_2048_1048576,0.5,UNET-R64,LAST,DICE,0.9621628625105271,0.9518554967051528,0.9569814260104582,0.9175113942122892,1.2414010871081609,0.961788848973833,0.9671868771615052,0.9644803101710929,0.931397364670534,1.969747692135767
