EXP_NAME,ID,DATASET,SETUP,THRESHOLD,MODEL,BEST_OR_LAST,LOSS,PRECISION_1,RECALL_1,F1_1,IOU_1,ASSD_1,VAL_PRECISION_1,VAL_RECALL_1,VAL_F1_1,VAL_IOU_1,VAL_ASSD_1
CTAI_SEG_CNN_I3_ER_COMPACITY_MAX_50-MAX_AREA_D_AREAN_H_D_DICE_BEST_A,A,I3_ER,COMPACITY_MAX_50-MAX_AREA_D_AREAN_H_D,0.5,UNET-R64,BEST,DICE,0.8188996473546948,0.6658599307052285,0.7344926013605774,0.5803937631263538,9.299580821423087,0.766843202132868,0.7103326488156952,0.7375069970817134,0.5841671956810423,4.920477442449586
