EXP_NAME,ID,DATASET,SETUP,THRESHOLD,MODEL,BEST_OR_LAST,LOSS,PRECISION_1,RECALL_1,F1_1,IOU_1,ASSD_1,VAL_PRECISION_1,VAL_RECALL_1,VAL_F1_1,VAL_IOU_1,VAL_ASSD_1
CTAI_SEG_CNN_I3_ER_CONTRAST_DUAL_10_150_DICE_LAST_A,A,I3_ER,CONTRAST_DUAL_10_150,0.5,UNET-R64,LAST,DICE,0.8311966723380996,0.6637374392976919,0.738087848228674,0.584896379032908,7.111997526354572,0.773717529572609,0.7313625022575704,0.7519440514810003,0.6024922619641303,3.374520548163983
